Wavelength,Intensity
N/A,606
N/A,606
N/A,601
N/A,595
N/A,603
N/A,595
N/A,592
N/A,604
N/A,600
N/A,596
N/A,603
N/A,601
N/A,599
N/A,610
N/A,598
N/A,588
N/A,605
N/A,596
N/A,600
N/A,609
N/A,608
N/A,601
N/A,596
N/A,596
N/A,607
N/A,593
N/A,600
N/A,601
N/A,598
N/A,611
N/A,602
N/A,584
N/A,602
N/A,608
N/A,591
N/A,595
N/A,606
N/A,589
N/A,599
N/A,591
N/A,593
N/A,596
N/A,620
N/A,592
N/A,604
N/A,609
N/A,595
N/A,612
N/A,596
N/A,596
N/A,605
N/A,602
N/A,594
N/A,606
N/A,600
N/A,597
N/A,615
N/A,598
N/A,603
N/A,605
N/A,594
N/A,594
N/A,611
N/A,596
N/A,599
N/A,595
N/A,604
N/A,594
N/A,606
N/A,603
N/A,599
N/A,613
N/A,607
N/A,583
N/A,598
N/A,598
N/A,603
N/A,598
N/A,598
N/A,615
N/A,603
N/A,595
N/A,616
N/A,597
N/A,596
N/A,606
N/A,621
N/A,607
N/A,618
N/A,600
N/A,599
N/A,600
N/A,600
N/A,599
N/A,603
N/A,597
N/A,599
N/A,605
N/A,585
N/A,613
N/A,609
N/A,596
N/A,612
N/A,620
N/A,588
N/A,610
N/A,610
N/A,590
N/A,622
N/A,605
N/A,598
N/A,610
N/A,610
N/A,592
N/A,619
N/A,597
N/A,599
N/A,609
N/A,607
N/A,604
N/A,611
N/A,599
N/A,612
N/A,616
N/A,606
N/A,609
N/A,614
N/A,595
N/A,612
N/A,625
N/A,607
N/A,617
N/A,613
N/A,612
N/A,610
N/A,615
N/A,612
N/A,605
N/A,610
N/A,613
N/A,611
N/A,614
N/A,614
N/A,616
N/A,610
N/A,609
N/A,625
N/A,607
N/A,623
N/A,620
N/A,606
N/A,624
N/A,623
N/A,616
N/A,612
N/A,633
N/A,618
N/A,624
N/A,617
N/A,606
N/A,627
N/A,619
N/A,620
N/A,625
N/A,612
N/A,611
N/A,622
N/A,634
N/A,613
N/A,626
N/A,624
N/A,608
N/A,619
N/A,630
N/A,605
N/A,634
N/A,614
N/A,603
N/A,628
N/A,624
N/A,621
N/A,633
N/A,617
N/A,623
N/A,633
N/A,618
N/A,616
N/A,637
N/A,616
N/A,616
N/A,643
N/A,628
N/A,632
N/A,646
N/A,635
N/A,623
N/A,645
N/A,625
N/A,634
N/A,640
N/A,629
N/A,641
N/A,632
N/A,634
N/A,629
N/A,647
N/A,640
N/A,640
N/A,648
N/A,632
N/A,654
N/A,645
N/A,643
N/A,644
N/A,648
N/A,639
N/A,654
N/A,654
N/A,680
N/A,649
N/A,645
N/A,654
N/A,660
N/A,653
N/A,637
N/A,652
N/A,665
N/A,677
N/A,664
N/A,684
N/A,701
N/A,704
N/A,691
N/A,697
N/A,703
N/A,669
N/A,702
N/A,674
N/A,657
N/A,697
N/A,675
N/A,666
N/A,680
N/A,692
N/A,724
N/A,740
N/A,722
N/A,707
N/A,727
N/A,695
N/A,714
N/A,747
N/A,730
N/A,754
N/A,782
N/A,777
N/A,792
N/A,807
N/A,758
N/A,758
N/A,762
N/A,735
N/A,740
N/A,738
N/A,711
N/A,730
N/A,742
N/A,731
N/A,725
N/A,735
N/A,732
N/A,722
N/A,754
N/A,742
N/A,732
N/A,723
N/A,743
N/A,744
N/A,716
N/A,732
N/A,742
N/A,743
N/A,741
N/A,756
N/A,754
N/A,759
N/A,751
N/A,749
N/A,747
N/A,748
N/A,763
N/A,775
N/A,767
N/A,765
N/A,828
N/A,871
N/A,942
N/A,1003
N/A,1015
N/A,986
N/A,1010
N/A,1026
N/A,1004
N/A,982
N/A,935
N/A,920
N/A,947
N/A,903
N/A,891
N/A,887
N/A,906
N/A,932
N/A,980
N/A,1004
N/A,983
N/A,988
N/A,980
N/A,935
N/A,957
N/A,937
N/A,963
N/A,974
N/A,973
N/A,1018
N/A,1065
N/A,1072
N/A,1090
N/A,1089
N/A,1078
N/A,1042
N/A,1035
N/A,1058
N/A,1046
N/A,1024
N/A,989
N/A,1028
N/A,996
N/A,1003
N/A,1010
N/A,975
N/A,989
N/A,1007
N/A,990
N/A,1023
N/A,982
N/A,999
N/A,988
N/A,976
N/A,993
N/A,974
N/A,972
N/A,1007
N/A,965
N/A,1001
N/A,961
N/A,977
N/A,997
N/A,1010
N/A,1003
N/A,1058
N/A,1041
N/A,1085
N/A,1204
N/A,1364
N/A,1804
N/A,2106
N/A,2345
N/A,2533
N/A,2667
N/A,2781
N/A,2895
N/A,2939
N/A,2772
N/A,2569
N/A,2398
N/A,2276
N/A,2077
N/A,1996
N/A,1954
N/A,1851
N/A,1846
N/A,1857
N/A,1850
N/A,1835
N/A,1864
N/A,1914
N/A,1987
N/A,2386
N/A,3008
N/A,3419
N/A,3032
N/A,2174
N/A,1762
N/A,1656
N/A,1628
N/A,1681
N/A,1843
N/A,2463
N/A,3722
N/A,4761
N/A,4266
N/A,2762
N/A,2053
N/A,1837
N/A,1785
N/A,1770
N/A,1686
N/A,1661
N/A,1670
N/A,1720
N/A,1716
N/A,1690
N/A,1698
N/A,1688
N/A,1659
N/A,1651
N/A,1674
N/A,1641
N/A,1592
N/A,1623
N/A,1607
N/A,1679
N/A,1616
N/A,1565
N/A,1636
N/A,1614
N/A,1663
N/A,1617
N/A,1647
N/A,1626
N/A,1649
N/A,1622
N/A,1640
N/A,1600
N/A,1668
N/A,1647
N/A,1648
N/A,1697
N/A,1670
N/A,1689
N/A,1727
N/A,1693
N/A,1698
N/A,1719
N/A,1705
N/A,1753
N/A,1742
N/A,1806
N/A,1819
N/A,1862
N/A,1799
N/A,1849
N/A,2013
N/A,2001
N/A,2096
N/A,2289
N/A,2507
N/A,2890
N/A,3460
N/A,3922
N/A,4073
N/A,3812
N/A,3548
N/A,3466
N/A,3423
N/A,3518
N/A,3449
N/A,3307
N/A,3265
N/A,3318
N/A,3276
N/A,3254
N/A,3329
N/A,3273
N/A,3356
N/A,3379
N/A,3523
N/A,3545
N/A,3642
N/A,3819
N/A,4226
N/A,4228
N/A,4204
N/A,4084
N/A,4025
N/A,3943
N/A,3798
N/A,3415
N/A,3191
N/A,3035
N/A,2997
N/A,2997
N/A,2913
N/A,2962
N/A,3090
N/A,3254
N/A,3374
N/A,3542
N/A,3534
N/A,3320
N/A,3353
N/A,3387
N/A,3286
N/A,3253
N/A,3437
N/A,3257
N/A,3226
N/A,3337
N/A,3272
N/A,3268
N/A,3236
N/A,3111
N/A,3035
N/A,2896
N/A,2832
N/A,2925
N/A,2836
N/A,2866
N/A,2895
N/A,2829
N/A,2793
N/A,2688
N/A,2856
N/A,2885
N/A,2901
N/A,2819
N/A,2910
N/A,2901
N/A,2901
N/A,2847
N/A,2969
N/A,3044
N/A,3099
N/A,3094
N/A,3150
N/A,3208
N/A,3293
N/A,3275
N/A,3325
N/A,3457
N/A,3435
N/A,3510
N/A,3645
N/A,3649
N/A,3784
N/A,4060
N/A,4377
N/A,4990
N/A,5931
N/A,7235
N/A,7859
N/A,6159
N/A,4939
N/A,4546
N/A,4641
N/A,4964
N/A,5411
N/A,6321
N/A,8107
N/A,10344
N/A,13123
N/A,14607
N/A,10355
N/A,6600
N/A,9403
N/A,16716
N/A,28056
N/A,29809
N/A,22190
N/A,15612
N/A,10152
N/A,7635
N/A,6438
N/A,5714
N/A,5182
N/A,4961
N/A,5203
N/A,6067
N/A,7595
N/A,8461
N/A,8070
N/A,5868
N/A,5179
N/A,4668
N/A,4550
N/A,4573
N/A,4515
N/A,4325
N/A,4278
N/A,4206
N/A,4075
N/A,4042
N/A,3944
N/A,3878
N/A,3938
N/A,3904
N/A,3874
N/A,3929
N/A,3885
N/A,4001
N/A,3972
N/A,3851
N/A,3891
N/A,3928
N/A,3802
N/A,3842
N/A,4032
N/A,3947
N/A,4107
N/A,4022
