Wavelength,Intensity
N/A,629
N/A,627
N/A,619
N/A,619
N/A,616
N/A,622
N/A,620
N/A,630
N/A,617
N/A,628
N/A,623
N/A,606
N/A,635
N/A,631
N/A,619
N/A,614
N/A,613
N/A,625
N/A,624
N/A,611
N/A,621
N/A,635
N/A,613
N/A,629
N/A,616
N/A,617
N/A,616
N/A,632
N/A,618
N/A,622
N/A,630
N/A,624
N/A,630
N/A,631
N/A,626
N/A,635
N/A,636
N/A,631
N/A,630
N/A,622
N/A,619
N/A,633
N/A,635
N/A,633
N/A,647
N/A,635
N/A,632
N/A,641
N/A,621
N/A,622
N/A,643
N/A,632
N/A,626
N/A,646
N/A,628
N/A,623
N/A,632
N/A,626
N/A,633
N/A,621
N/A,627
N/A,636
N/A,634
N/A,617
N/A,619
N/A,639
N/A,626
N/A,626
N/A,638
N/A,622
N/A,641
N/A,640
N/A,617
N/A,640
N/A,641
N/A,642
N/A,633
N/A,635
N/A,639
N/A,631
N/A,637
N/A,621
N/A,635
N/A,642
N/A,634
N/A,643
N/A,647
N/A,630
N/A,641
N/A,636
N/A,631
N/A,626
N/A,638
N/A,620
N/A,636
N/A,630
N/A,625
N/A,639
N/A,643
N/A,643
N/A,623
N/A,637
N/A,631
N/A,631
N/A,652
N/A,630
N/A,620
N/A,634
N/A,639
N/A,634
N/A,639
N/A,632
N/A,651
N/A,640
N/A,639
N/A,650
N/A,637
N/A,619
N/A,642
N/A,649
N/A,625
N/A,655
N/A,633
N/A,642
N/A,640
N/A,642
N/A,645
N/A,643
N/A,638
N/A,635
N/A,666
N/A,646
N/A,639
N/A,655
N/A,644
N/A,649
N/A,658
N/A,647
N/A,643
N/A,663
N/A,642
N/A,664
N/A,669
N/A,647
N/A,649
N/A,654
N/A,655
N/A,651
N/A,645
N/A,646
N/A,644
N/A,663
N/A,646
N/A,660
N/A,653
N/A,658
N/A,668
N/A,658
N/A,651
N/A,652
N/A,676
N/A,661
N/A,643
N/A,663
N/A,640
N/A,643
N/A,669
N/A,663
N/A,668
N/A,663
N/A,678
N/A,656
N/A,669
N/A,679
N/A,683
N/A,697
N/A,700
N/A,729
N/A,738
N/A,748
N/A,718
N/A,721
N/A,720
N/A,707
N/A,723
N/A,705
N/A,703
N/A,717
N/A,710
N/A,712
N/A,731
N/A,718
N/A,716
N/A,706
N/A,689
N/A,725
N/A,705
N/A,693
N/A,710
N/A,696
N/A,699
N/A,730
N/A,716
N/A,706
N/A,708
N/A,701
N/A,678
N/A,691
N/A,683
N/A,680
N/A,702
N/A,686
N/A,675
N/A,674
N/A,682
N/A,703
N/A,707
N/A,690
N/A,698
N/A,700
N/A,689
N/A,678
N/A,709
N/A,696
N/A,699
N/A,693
N/A,689
N/A,687
N/A,707
N/A,697
N/A,698
N/A,701
N/A,726
N/A,698
N/A,722
N/A,709
N/A,703
N/A,704
N/A,693
N/A,712
N/A,704
N/A,702
N/A,707
N/A,721
N/A,721
N/A,709
N/A,730
N/A,712
N/A,723
N/A,738
N/A,723
N/A,730
N/A,740
N/A,723
N/A,758
N/A,753
N/A,779
N/A,782
N/A,788
N/A,758
N/A,738
N/A,750
N/A,735
N/A,725
N/A,740
N/A,728
N/A,738
N/A,749
N/A,718
N/A,724
N/A,736
N/A,734
N/A,744
N/A,747
N/A,722
N/A,737
N/A,761
N/A,720
N/A,730
N/A,742
N/A,739
N/A,735
N/A,760
N/A,720
N/A,755
N/A,742
N/A,744
N/A,773
N/A,747
N/A,747
N/A,769
N/A,760
N/A,763
N/A,767
N/A,747
N/A,765
N/A,801
N/A,792
N/A,804
N/A,801
N/A,818
N/A,795
N/A,818
N/A,806
N/A,786
N/A,821
N/A,810
N/A,806
N/A,781
N/A,791
N/A,816
N/A,832
N/A,820
N/A,795
N/A,815
N/A,815
N/A,807
N/A,833
N/A,805
N/A,804
N/A,827
N/A,853
N/A,863
N/A,911
N/A,873
N/A,844
N/A,852
N/A,838
N/A,835
N/A,831
N/A,847
N/A,859
N/A,827
N/A,851
N/A,851
N/A,880
N/A,867
N/A,863
N/A,870
N/A,862
N/A,851
N/A,861
N/A,883
N/A,868
N/A,869
N/A,871
N/A,877
N/A,899
N/A,874
N/A,879
N/A,889
N/A,889
N/A,883
N/A,908
N/A,914
N/A,934
N/A,928
N/A,897
N/A,940
N/A,964
N/A,952
N/A,990
N/A,1036
N/A,987
N/A,1038
N/A,1025
N/A,1065
N/A,1132
N/A,1117
N/A,1149
N/A,1190
N/A,1225
N/A,1233
N/A,1222
N/A,1179
N/A,1129
N/A,1140
N/A,1117
N/A,1110
N/A,1151
N/A,1126
N/A,1159
N/A,1224
N/A,1281
N/A,1444
N/A,1656
N/A,1674
N/A,1410
N/A,1177
N/A,1178
N/A,1117
N/A,1127
N/A,1121
N/A,1087
N/A,1087
N/A,1098
N/A,1115
N/A,1179
N/A,1329
N/A,1480
N/A,1434
N/A,1299
N/A,1177
N/A,1151
N/A,1111
N/A,1142
N/A,1117
N/A,1097
N/A,1090
N/A,1135
N/A,1109
N/A,1152
N/A,1116
N/A,1140
N/A,1125
N/A,1120
N/A,1117
N/A,1104
N/A,1146
N/A,1151
N/A,1148
N/A,1191
N/A,1161
N/A,1173
N/A,1163
N/A,1126
N/A,1179
N/A,1165
N/A,1171
N/A,1163
N/A,1189
N/A,1172
N/A,1217
N/A,1227
N/A,1212
N/A,1161
N/A,1222
N/A,1193
N/A,1188
N/A,1232
N/A,1199
N/A,1213
N/A,1276
N/A,1281
N/A,1251
N/A,1293
N/A,1227
N/A,1271
N/A,1289
N/A,1311
N/A,1327
N/A,1329
N/A,1340
N/A,1327
N/A,1366
N/A,1394
N/A,1536
N/A,1698
N/A,2111
N/A,2307
N/A,2308
N/A,1969
N/A,1689
N/A,1583
N/A,1541
N/A,1530
N/A,1518
N/A,1538
N/A,1495
N/A,1518
N/A,1532
N/A,1513
N/A,1554
N/A,1566
N/A,1566
N/A,1604
N/A,1624
N/A,1612
N/A,1630
N/A,1756
N/A,1870
N/A,1959
N/A,1943
N/A,1858
N/A,1776
N/A,1770
N/A,1784
N/A,1728
N/A,1769
N/A,1777
N/A,1707
N/A,1769
N/A,1765
N/A,1803
N/A,1789
N/A,1874
N/A,1977
N/A,2020
N/A,2084
N/A,2010
N/A,2024
N/A,1980
N/A,1966
N/A,2006
N/A,2059
N/A,2038
N/A,2022
N/A,2144
N/A,2144
N/A,2153
N/A,2113
N/A,2152
N/A,2226
N/A,2255
N/A,2240
N/A,2276
N/A,2436
N/A,2455
N/A,2437
N/A,2418
N/A,2473
N/A,2557
N/A,2598
N/A,2625
N/A,2598
