674.9741,103.4841
675.9384,102.6422
676.9026,102.5359
677.8668,102.4308
678.8311,102.5694
679.7953,102.7042
680.7596,102.5468
681.7238,102.4503
682.688,102.5506
683.6523,102.4217
684.6166,102.2976
685.5808,102.2465
686.545,102.45
687.5093,102.6485
688.4736,102.7863
689.4378,102.6393
690.402,102.7007
691.3663,103.1053
692.3306,102.9675
693.2948,102.9344
694.259,102.9266
695.2233,102.8509
696.1876,103.0893
697.1518,103.1829
698.116,103.0571
699.0803,102.6829
700.0446,102.7013
701.0088,102.845
701.973,102.6351
702.9373,102.4541
703.9016,102.5069
704.8658,102.4476
705.83,102.1337
706.7943,102.0744
707.7585,102.4911
708.7228,102.6005
709.687,102.0843
710.6513,101.7998
711.6155,101.7131
712.5798,101.6045
713.544,101.5567
714.5083,101.5517
715.4725,101.1502
716.4368,100.4444
717.401,99.7916
718.3653,99.76328
719.3295,100.1953
720.2938,101.1646
721.258,102.383
722.2223,102.8448
723.1865,102.9624
724.1508,102.9392
725.115,102.8052
726.0793,102.7364
727.0435,102.6994
728.0078,102.7736
728.972,102.6873
729.9363,102.394
730.9005,102.103
731.8647,102.3897
732.829,102.548
733.7933,102.0121
734.7575,101.6749
735.7217,101.7812
736.686,101.8617
737.6503,101.5774
738.6145,101.4364
739.5787,101.5238
740.543,101.2851
741.5073,101.1818
742.4715,101.1291
743.4357,100.9361
744.4,100.8866
745.3643,100.9684
746.3285,100.6805
747.2927,100.4269
748.257,100.3459
749.2213,100.1829
750.1855,100.3251
751.1497,100.308
752.114,100.0537
753.0782,99.76555
754.0425,99.65974
755.0067,99.90753
755.971,99.81232
756.9352,99.59197
757.8995,99.31068
758.8637,99.36315
759.828,99.27982
760.7922,98.91039
761.7565,98.70618
762.7207,98.5555
763.685,98.30701
764.6492,98.22883
765.6135,98.08707
766.5777,97.90034
767.542,97.79638
768.5062,97.62447
769.4705,97.42829
770.4347,97.37171
771.399,97.1908
772.3632,97.07459
773.3275,97.13232
774.2917,97.30788
775.256,97.26566
776.2202,97.1316
777.1844,97.22707
778.1487,97.39822
779.113,97.59419
780.0772,97.80233
781.0414,97.91542
782.0057,98.157
782.97,98.24776
783.9342,98.58703
784.8984,98.81278
785.8627,98.628
786.827,98.62419
787.7912,98.47393
788.7554,97.9474
789.7197,97.58809
790.684,97.44044
791.6482,97.49092
792.6124,97.70826
793.5767,97.73916
794.541,97.84593
795.5052,98.28201
796.4694,98.70931
797.4337,98.77738
798.3979,98.79176
799.3622,99.12841
800.3264,99.38164
801.2906,99.25852
802.2549,98.9848
803.2192,98.53259
804.1834,98.05776
805.1476,97.13094
806.1119,95.83028
807.0762,94.4518
808.0404,92.99978
809.0046,91.90874
809.9689,91.44743
810.9332,91.48671
811.8974,92.00564
812.8617,92.68304
813.8259,93.31636
814.7902,93.98621
815.7544,94.31363
816.7187,94.24345
817.6829,94.52673
818.6472,94.6347
819.6114,94.32134
820.5757,94.28099
821.5399,94.56757
822.5042,94.95039
823.4684,95.14117
824.4327,95.31353
825.3969,95.81197
826.3611,96.45981
827.3254,97.21384
828.2897,98.02621
829.2539,98.42338
830.2181,98.74902
831.1824,99.30086
832.1467,99.9705
833.1109,100.3406
834.0751,100.6309
835.0394,100.7931
836.0037,100.9452
836.9679,101.3958
837.9321,101.7583
838.8964,101.8603
839.8607,102.0019
840.8249,102.337
841.7891,102.3358
842.7534,102.2115
843.7177,102.2599
844.6819,102.2617
845.6461,102.2364
846.6104,102.3591
847.5746,102.4706
